ID,Title,Year,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Runtime
3619,Nobody Knows,2004,8.1,93%,0,1,0,0,141.0
3620,Ninja Scroll,1993,7.9,93%,0,1,0,0,94.0
3621,Chicken Run,2000,7.0,97%,0,1,0,0,84.0
3622,Swingers,1996,7.2,87%,0,1,0,0,96.0
3623,"Food, Inc.",2008,7.8,95%,0,1,0,0,94.0
3624,Embrace of the Serpent,2015,7.9,96%,0,1,1,0,125.0
3625,Melancholia,2011,7.2,80%,0,1,0,0,135.0
3626,Minding the Gap,2019,8.1,100%,0,1,0,0,93.0
3627,The Second Mother,2015,7.8,97%,0,1,1,0,112.0
3628,Notes on a Scandal,2006,7.4,87%,0,1,0,0,92.0
3629,Star Trek VI: The Undiscovered Country,1991,7.2,82%,0,1,1,0,110.0
3630,Love & Mercy,2015,7.4,90%,0,1,1,0,121.0
3631,A Taxi Driver,2017,7.8,96%,0,1,0,0,137.0
3632,The Prince of Egypt,1998,7.1,80%,0,1,0,0,99.0
3633,Tickled,2016,7.6,94%,0,1,0,0,92.0
3634,Sorry to Bother You,2018,6.9,93%,0,1,0,0,112.0
3635,The Way Back,2010,7.3,74%,0,1,1,0,108.0
3636,Detroit,2017,7.3,83%,0,1,0,0,143.0
3637,Risky Business,1983,6.8,92%,0,1,0,0,99.0
3638,The Biggest Little Farm,2019,8.1,91%,0,1,0,0,91.0
3639,Lucky,2017,7.3,97%,0,1,1,0,88.0
3640,Border,2018,7.0,97%,0,1,0,0,110.0
3641,Natural Born Killers,1994,7.3,47%,0,1,0,0,118.0
3642,If Beale Street Could Talk,2018,7.1,95%,0,1,0,0,119.0
3643,Horton Hears a Who!,2008,6.8,79%,0,1,0,0,86.0
3644,Romancing the Stone,1984,6.9,84%,0,1,0,0,106.0
3645,The Beatles: Eight Days a Week - The Touring Years,2016,7.8,96%,0,1,0,0,106.0
3646,Phone Booth,2002,7.0,72%,0,1,0,0,81.0
3647,Gods and Monsters,1998,7.4,95%,0,1,0,0,105.0
3648,Force Majeure,2014,7.3,94%,0,1,0,0,86.0
3649,Turtles Can Fly,2005,8.1,88%,0,1,0,0,98.0
3650,Thelma,2017,7.0,93%,0,1,0,0,116.0
3651,The Sisters Brothers,2018,7.0,87%,0,1,0,0,122.0
3652,Tangerine,2015,7.1,96%,0,1,0,0,88.0
3653,Monos,2019,7.1,92%,0,1,0,0,102.0
3654,The Nightingale,2019,7.3,86%,0,1,0,0,136.0
3655,BPM (Beats per Minute),2017,7.4,98%,0,1,0,0,143.0
3656,Bend It Like Beckham,2002,6.6,85%,0,1,0,0,112.0
3657,Hud,1963,7.8,82%,0,1,1,0,112.0
3658,Vice,2018,7.2,66%,0,1,0,0,28.0
3659,The Book of Eli,2010,6.9,47%,0,1,0,0,118.0
3660,The 12th Man,2017,7.4,86%,0,1,0,0,135.0
3661,The Messenger,2009,7.1,89%,0,1,1,0,113.0
3662,Cartel Land,2015,7.4,90%,0,1,1,0,100.0
3663,Professor Marston and the Wonder Women,2017,7.1,86%,0,1,0,0,108.0
3664,A Brilliant Young Mind,2014,7.1,87%,0,1,1,0,111.0
3665,Antz,1998,6.5,93%,0,1,0,0,83.0
3666,The Next Three Days,2010,7.4,51%,0,1,1,0,133.0
3667,Megan Leavey,2017,7.1,87%,0,1,0,0,116.0
3668,Jesus Camp,2006,7.4,87%,0,1,0,0,84.0
3669,RBG,2018,7.5,94%,0,1,0,0,98.0
3670,Wild Rose,2019,7.2,92%,0,1,0,0,101.0
3671,Kinsey,2004,7.0,90%,0,1,0,0,118.0
3672,Demolition Man,1993,6.7,59%,0,1,0,0,115.0
3673,Spirit: Stallion of the Cimarron,2002,7.1,70%,0,1,0,0,83.0
3674,"The Good, The Bad, The Weird",2008,7.3,82%,0,1,0,0,139.0
3675,"Waiting for ""Superman""",2010,7.5,90%,0,1,1,0,111.0
3676,The Skeleton Twins,2014,6.8,87%,0,1,1,0,93.0
3677,I Can Only Imagine,2018,7.3,61%,0,1,1,0,110.0
3678,Woman at War,2018,7.4,97%,0,1,0,0,101.0
3679,Johnny Guitar,1954,7.7,93%,0,1,1,0,110.0
3680,Jane,2017,7.8,98%,0,1,0,1,120.0
3681,Monster House,2006,6.6,75%,0,1,0,0,91.0
3682,Hail Satan?,2019,7.3,96%,0,1,0,0,95.0
3683,Ingrid Goes West,2017,6.6,86%,0,1,0,0,98.0
3684,Dogman,2018,7.2,83%,0,1,0,0,103.0
3685,Anthropoid,2016,7.2,66%,0,1,0,0,120.0
3686,Missing Link,2019,6.7,89%,0,1,0,0,93.0
3687,Star Trek III: The Search for Spock,1984,6.7,80%,0,1,1,0,105.0
3688,Cashback,2006,7.2,46%,0,1,0,0,102.0
3689,"Juliet, Naked",2018,6.6,83%,0,1,1,0,97.0
3690,The Absent One,2014,7.1,92%,0,1,0,0,119.0
3691,Big Time Adolescence,2020,7.0,84%,0,1,0,0,91.0
3692,Get Smart,2008,6.5,50%,0,1,0,0,110.0
3693,"Life, Animated",2016,7.5,94%,0,1,0,0,92.0
3694,Sands of Iwo Jima,1949,7.1,100%,0,1,0,0,100.0
3695,Killer Joe,2011,6.7,79%,0,1,0,0,102.0
3696,Sword Art Online: The Movie - Ordinal Scale,2017,7.4,100%,0,1,0,0,119.0
3697,The Wave,2015,6.7,83%,0,1,0,0,90.0
3698,Colossal,2016,6.2,81%,0,1,0,0,109.0
3699,Luce,2019,6.7,91%,0,1,0,0,109.0
3700,Oculus,2014,6.5,75%,0,1,0,0,104.0
3701,Standing in the Shadows of Motown,2002,7.8,91%,0,1,1,0,108.0
3702,Borg vs McEnroe,2017,6.9,84%,0,1,0,0,107.0
3703,Denial,2016,6.7,82%,0,1,0,0,109.0
3704,Best of Enemies,2015,7.6,93%,0,1,0,0,87.0
3705,Prospect,2018,6.2,89%,0,1,0,0,100.0
3706,Arbitrage,2012,6.6,88%,0,1,1,0,107.0
3707,Plus One,2019,6.6,89%,0,1,0,0,98.0
3708,Active Measures,2018,7.9,80%,0,1,0,0,109.0
3709,Amazing Grace,2018,7.5,99%,0,1,0,0,118.0
3710,The Art of Self-Defense,2019,6.7,84%,0,1,0,0,104.0
3711,The Clovehitch Killer,2018,6.5,78%,0,1,0,0,109.0
3712,Rare Exports: A Christmas Tale,2010,6.7,89%,0,1,1,0,84.0
3713,Venus in Fur,2013,7.2,89%,0,1,0,0,96.0
3714,Jackass 3D,2010,7.0,65%,0,1,1,0,95.0
3715,I Kill Giants,2018,6.2,77%,0,1,0,0,106.0
3716,The Queen of Versailles,2012,7.1,95%,0,1,0,0,100.0
3717,2 Days in Paris,2007,6.8,87%,0,1,1,0,96.0
3718,The Wrecking Crew,2008,7.6,94%,0,1,0,0,105.0
3719,The Villainess,2017,6.7,84%,0,1,0,0,124.0
3720,Europa Report,2013,6.4,81%,0,1,0,0,90.0
3721,The Cooler,2003,6.9,77%,0,1,1,0,101.0
3722,In the Fade,2017,7.1,77%,0,1,0,0,106.0
3723,The Road to El Dorado,2000,6.9,48%,0,1,0,0,89.0
3724,Christine,2016,6.9,88%,0,1,0,0,110.0
3725,Hearts Beat Loud,2018,6.9,91%,0,1,0,0,97.0
3726,Whitney,2018,7.3,88%,0,1,0,0,30.0
3727,Angel of Mine,2019,6.5,71%,0,1,0,0,98.0
3728,Hounds of Love,2016,6.5,88%,0,1,0,0,108.0
3729,Pawn Sacrifice,2015,7.0,72%,0,1,0,0,115.0
3730,Transformers: Dark of the Moon,2011,6.2,35%,0,1,1,0,154.0
3731,Ben Is Back,2018,6.7,82%,0,1,0,0,103.0
3732,Wayne's World 2,1993,6.2,61%,0,1,1,0,95.0
3733,No Strings Attached,2011,6.2,49%,0,1,1,0,108.0
3734,Along with the Gods: The Two Worlds,2017,7.3,63%,0,1,0,0,139.0
3735,Young & Beautiful,2013,6.7,73%,0,1,0,0,95.0
3736,The Pirates! In an Adventure with Scientists!,2012,6.7,86%,0,1,0,0,88.0
3737,Lo and Behold: Reveries of the Connected World,2016,7.0,93%,0,1,0,0,98.0
3738,Operation Finale,2018,6.6,60%,0,1,1,0,122.0
3739,78/52,2017,7.3,89%,0,1,0,0,91.0
3740,Gloria,2013,6.8,99%,0,1,0,0,122.0
3741,Princess Cyd,2017,6.7,94%,0,1,0,0,96.0
3742,The Domestics,2018,5.7,100%,0,1,1,0,95.0
3743,Andy Irons: Kissed by God,2018,8.3,100%,0,1,1,0,100.0
3744,Joe Strummer: The Future Is Unwritten,2007,7.6,89%,0,1,0,0,124.0
3745,The Commuter,2018,6.3,56%,0,1,1,0,105.0
3746,Dirty Wars,2013,7.5,85%,0,1,0,0,87.0
3747,Soul Food,1997,7.0,81%,0,1,0,0,115.0
3748,Sidewalls,2011,7.5,67%,0,1,0,0,95.0
3749,Miss Stevens,2016,6.6,91%,0,1,0,0,86.0
3750,Footloose,2011,5.9,69%,0,1,1,0,113.0
3751,Charlotte's Web,1973,6.9,76%,0,1,1,0,97.0
3752,Shirley Valentine,1989,7.2,73%,0,1,0,0,108.0
3753,Drinking Buddies,2013,6.1,83%,0,1,0,0,90.0
3754,The Keeper of Lost Causes,2013,7.2,70%,0,1,0,0,96.0
3755,Sea of Shadows,2019,7.2,94%,0,1,0,0,104.0
3756,Oh Lucy!,2017,6.8,98%,0,1,0,0,95.0
3757,The Spy Who Dumped Me,2018,6.0,49%,0,1,1,0,117.0
3758,Skate Kitchen,2018,6.8,89%,0,1,0,0,106.0
3759,Experimenter,2015,6.6,85%,0,1,0,0,98.0
3760,What They Had,2018,6.6,87%,0,1,0,0,101.0
3761,Burn,2012,7.5,100%,0,1,1,0,88.0
3762,Margarita with a Straw,2015,7.2,86%,0,1,1,0,100.0
3763,Odd Thomas,2013,6.8,38%,0,1,1,0,100.0
3764,Every Day,2018,6.4,63%,0,1,1,0,97.0
3765,Nothing Like a Dame,2018,7.3,99%,0,1,0,0,84.0
3766,Brian Banks,2019,7.1,61%,0,1,0,0,99.0
3767,It's a Disaster,2013,6.4,79%,0,1,1,0,88.0
3768,The Little Death,2014,7.1,61%,0,1,0,0,96.0
3769,Becoming Bond,2017,7.5,81%,0,1,0,0,95.0
3770,After the Screaming Stops,2018,7.1,100%,0,1,0,0,98.0
3771,Slums of Beverly Hills,1998,6.6,80%,0,1,0,0,91.0
3772,Lords of Chaos,2019,6.5,74%,0,1,0,0,118.0
3773,The Frozen Ground,2013,6.4,61%,0,1,1,0,105.0
3774,Paranoid Park,2007,6.7,76%,0,1,0,0,85.0
3775,The Hunchback of Notre Dame,1923,7.3,91%,0,1,0,1,91.0
3776,Support the Girls,2018,6.4,91%,0,1,0,0,93.0
3777,The China Hustle,2018,7.2,77%,0,1,0,0,82.0
3778,Paranormal Activity 3,2011,5.8,67%,0,1,0,0,83.0
3779,Death Wish,2018,6.4,18%,0,1,1,0,107.0
3780,Cold Case Hammarskjöld,2019,7.6,83%,0,1,0,0,128.0
3781,Anna and the Apocalypse,2017,6.0,77%,0,1,1,0,93.0
3782,Somm,2013,7.0,79%,0,1,0,0,94.0
3783,"Love, Gilda",2018,7.4,89%,0,1,0,0,88.0
3784,Star Trek: Insurrection,1998,6.4,55%,0,1,1,0,103.0
3785,Bad Company,1972,7.0,92%,0,1,1,0,84.0
3786,Dior and I,2015,7.3,84%,0,1,1,0,90.0
3787,"Where'd You Go, Bernadette",2019,6.5,49%,0,1,0,0,109.0
3788,Gorky Park,1983,6.8,75%,0,1,1,0,128.0
3789,Beach Rats,2017,6.4,85%,0,1,0,0,98.0
3790,Manderlay,2005,7.3,50%,0,1,0,0,139.0
3791,High Strung,2016,6.4,75%,0,1,1,0,96.0
3792,The Last Days,2013,6.1,89%,0,1,1,0,100.0
3793,Free Willy,1993,6.0,58%,0,1,0,0,112.0
3794,First Girl I Loved,2016,6.1,89%,0,1,0,0,90.0
3795,Man on a Ledge,2012,6.6,32%,0,1,1,0,102.0
3796,Barking Dogs Never Bite,2000,7.0,67%,0,1,0,0,110.0
3797,Destroyer,2018,6.2,74%,0,1,0,0,121.0
3798,Meek's Cutoff,2010,6.5,86%,0,1,1,0,104.0
3799,No One Knows About Persian Cats,2009,7.1,95%,0,1,0,0,106.0
3800,Villains,2019,6.2,84%,0,1,0,0,90.0
3801,The Limehouse Golem,2016,6.3,74%,0,1,0,0,109.0
3802,Walking Tall,1973,7.0,75%,0,1,0,0,86.0
3803,Tragedy Girls,2017,6.0,82%,0,1,0,0,98.0
3804,Pet Sematary,2019,5.7,58%,0,1,1,0,101.0
3805,The Overnight,2015,6.1,83%,0,1,1,0,79.0
3806,Star Trek: The Motion Picture,1979,6.4,42%,0,1,1,0,132.0
3807,Crime + Punishment,2018,7.4,92%,0,1,0,0,100.0
3808,Vincere,2009,6.9,92%,0,1,0,0,128.0
3809,Southbound,2015,5.9,80%,0,1,1,0,89.0
3810,The Quake,2018,6.2,84%,0,1,0,0,106.0
3811,American Ultra,2015,6.1,43%,0,1,1,0,96.0
3812,Hellbound: Hellraiser II,1988,6.5,52%,0,1,1,0,97.0
3813,The Hero,2017,6.5,78%,0,1,0,0,96.0
3814,Tom of Finland,2017,6.8,83%,0,1,0,0,117.0
3815,Fyre Fraud,2019,6.8,76%,0,1,0,0,96.0
3816,David Crosby: Remember My Name,2019,7.2,91%,0,1,0,0,95.0
3817,Gilbert,2017,7.4,95%,0,1,0,0,94.0
3818,Framing John DeLorean,2019,6.4,89%,0,1,0,0,109.0
3819,Marrowbone,2017,6.6,47%,0,1,0,0,110.0
3820,Kusama : Infinity,2018,7.2,93%,0,1,0,0,76.0
3821,Please Stand By,2018,6.7,58%,0,1,0,0,51.0
3822,Those People,2015,6.5,80%,0,1,0,0,89.0
3823,The Time That Remains,2009,7.1,84%,0,1,0,0,109.0
3824,The Mexican,2001,6.1,54%,0,1,0,0,123.0
3825,Paranormal Activity 2,2010,5.6,59%,0,1,1,0,91.0
3826,Red Dog: True Blue,2016,6.4,100%,0,1,0,0,88.0
3827,Assassination Nation,2018,5.9,73%,0,1,0,0,108.0
3828,Friends with Kids,2012,6.1,67%,0,1,1,0,107.0
3829,Diana Vreeland: The Eye Has to Travel,2012,7.5,94%,0,1,0,0,86.0
3830,I Remember You,2017,6.1,86%,0,1,1,0,105.0
3831,Forever My Girl,2018,6.7,24%,0,1,1,0,108.0
3832,The Furies,1950,7.3,83%,0,1,0,0,82.0
3833,Meeting Gorbachev,2019,7.2,88%,0,1,0,0,90.0
3834,Welcome to the Rileys,2010,7.0,54%,0,1,1,0,110.0
3835,Hector and the Search for Happiness,2014,7.0,37%,0,1,0,0,120.0
3836,Bad Reputation,2018,7.3,79%,0,1,0,0,90.0
3837,Waiting to Exhale,1995,5.9,56%,0,1,0,0,124.0
3838,Pyewacket,2017,5.8,82%,0,1,0,0,90.0
3839,The Swan Princess,1994,6.4,50%,0,1,0,0,93.0
3840,Grabbers,2012,6.3,72%,0,1,0,0,94.0
3841,Aniara,2019,6.2,70%,0,1,0,0,106.0
3842,The Housemaid,2010,6.4,70%,0,1,0,0,107.0
3843,Little Woods,2018,6.1,96%,0,1,0,0,105.0
3845,In Search of Greatness,2018,6.6,92%,0,1,0,0,77.0
3846,Food Evolution,2017,7.0,100%,0,1,0,0,92.0
3847,Sinbad: Legend of the Seven Seas,2003,6.7,45%,0,1,0,0,86.0
3848,The Den,2013,6.0,76%,0,1,0,0,81.0
3849,Wolf Warrior 2,2017,6.0,69%,0,1,0,0,123.0
3850,Dumb: The Story of Big Brother Magazine,2017,7.2,100%,0,1,0,0,79.0
3851,Goodbye First Love,2011,6.6,83%,0,1,0,0,110.0
3852,The 33,2015,6.9,48%,0,1,0,0,127.0
3853,Mike Wallace Is Here,2019,7.2,94%,0,1,0,0,90.0
3854,March of the Penguins 2,2017,6.6,100%,0,1,0,0,85.0
3855,Teen Spirit,2019,6.1,71%,0,1,0,1,93.0
3856,Seymour: An Introduction,2015,7.4,100%,0,1,0,0,84.0
3857,The Man Who Killed Hitler and Then the Bigfoot,2019,5.6,76%,0,1,0,0,98.0
3858,The Childhood of a Leader,2016,6.1,89%,0,1,0,0,115.0
3859,The Standoff at Sparrow Creek,2019,6.2,77%,0,1,0,0,88.0
3860,A Very Sordid Wedding,2017,5.3,86%,0,1,1,0,109.0
3861,Toni Morrison: The Pieces I Am,2019,7.1,97%,0,1,0,0,120.0
3862,Dina,2017,6.8,98%,0,1,0,0,265.0
3863,Dog Days,2018,6.2,63%,0,1,0,0,113.0
3864,Monsters and Men,2018,5.7,86%,0,1,0,0,96.0
3865,The Canal,2014,5.8,71%,0,1,1,0,92.0
3866,Leap Year,2010,6.5,23%,0,1,0,0,100.0
3867,Raise Hell: The Life & Times of Molly Ivins,2019,7.6,94%,0,1,0,0,93.0
3868,Under the Tree,2017,6.8,85%,0,1,0,0,89.0
3869,The League of Extraordinary Gentlemen,2003,5.8,17%,0,1,0,0,110.0
3870,Hello I Must Be Going,2012,6.2,75%,0,1,1,0,95.0
3871,Two Trains Runnin',2016,7.4,100%,0,1,0,0,80.0
3872,The Jewel of the Nile,1985,6.1,50%,0,1,0,0,106.0
3873,Middle Men,2009,6.8,40%,0,1,1,0,105.0
3874,Before I Go to Sleep,2014,6.3,37%,0,1,0,0,92.0
3875,Eating Animals,2018,7.3,91%,0,1,0,0,94.0
3876,Mom and Dad,2018,5.5,75%,0,1,0,0,86.0
3877,Touched with Fire,2016,6.2,68%,0,1,1,0,106.0
3878,Cunningham,2019,6.4,88%,0,1,0,0,93.0
3879,Starfish,2018,5.3,90%,0,1,1,0,99.0
3880,The Yellow Handkerchief,2009,6.7,66%,0,1,1,0,102.0
3881,The First Monday in May,2016,7.2,78%,0,1,0,0,90.0
3882,The Miracle Season,2018,6.5,51%,0,1,0,0,101.0
3883,Burden,2016,6.9,97%,0,1,0,0,117.0
3884,Downsizing,2017,5.7,47%,0,1,1,0,135.0
3885,Lowlife,2017,6.2,91%,0,1,1,0,120.0
3886,The Blue Room,2014,6.3,90%,0,1,0,0,76.0
3887,The Chumscrubber,2005,6.9,37%,0,1,0,0,108.0
3888,Pledge,2019,5.4,76%,0,1,0,0,124.0
3889,Universal Soldier,1992,6.0,29%,0,1,0,0,102.0
3890,Non-Fiction,2018,6.5,87%,0,1,0,0,108.0
3891,Larger than Life: The Kevyn Aucoin Story,2017,8.3,90%,0,1,0,0,102.0
3892,The Bookshop,2017,6.5,57%,0,1,1,0,113.0
3893,Baskın,2015,5.8,79%,0,1,0,0,101.0
3894,A Life Less Ordinary,1997,6.4,39%,0,1,0,0,103.0
3895,Girls Just Want to Have Fun,1985,6.0,38%,0,1,1,0,90.0
3896,The Ant Bully,2006,5.8,62%,0,1,0,0,88.0
3897,Overboard,2018,6.0,24%,0,1,1,0,112.0
3898,Henry Gamble's Birthday Party,2015,6.1,83%,0,1,1,0,87.0
3899,"Nico, 1988",2017,6.7,92%,0,1,0,0,93.0
3900,Diane,2019,6.7,88%,0,1,0,0,95.0
3901,Joshy,2016,5.9,81%,0,1,0,0,93.0
3902,Leaving,2009,6.2,68%,0,1,0,0,85.0
3903,Finding Your Feet,2017,6.7,70%,0,1,1,0,111.0
3904,The Princess of Montpensier,2010,6.4,85%,0,1,0,0,139.0
3905,Citizen Jane: Battle for the City,2017,6.9,95%,0,1,0,0,92.0
3906,High-Rise,2015,5.6,60%,0,1,0,0,119.0
3907,Unlocked,2017,6.2,26%,0,1,0,0,98.0
3908,Far From The Tree,2017,7.5,90%,0,1,0,0,93.0
3909,Freak Show,2018,6.7,54%,0,1,0,0,86.0
3910,C.S.A.: The Confederate States of America,2005,6.4,80%,0,1,0,0,89.0
3911,AWOL,2017,5.5,93%,0,1,1,0,100.0
3912,Haze,2017,5.9,88%,0,1,1,0,106.0
3913,Maze,2017,5.9,92%,0,1,0,0,159.0
3914,Legion of Brothers,2017,5.7,100%,0,1,0,0,79.0
3915,Mister America,2019,6.4,66%,0,1,0,0,89.0
3916,The Archer,2017,5.1,80%,0,1,0,0,86.0
3917,Tank Girl,1995,5.3,40%,0,1,0,0,104.0
3918,Little Joe,2019,5.9,68%,0,1,0,0,105.0
3919,Scotch: A Golden Dream,2019,7.5,75%,0,1,1,0,89.0
3920,The Prodigy,2019,5.8,42%,0,1,1,0,92.0
3921,Divide and Conquer: The Story of Roger Ailes,2018,7.0,90%,0,1,0,0,107.0
3922,This Is Not Berlin,2019,6.6,82%,0,1,0,0,115.0
3923,The Last Word,2017,6.6,40%,0,1,0,0,92.0
3924,The Hustle,2019,5.4,14%,0,1,1,0,93.0
3925,The Unicorn,2019,5.1,91%,0,1,1,0,22.0
3926,Whose Streets?,2017,5.0,98%,0,1,0,0,90.0
3927,Vox Lux,2018,5.9,61%,0,1,0,0,114.0
3928,Take Every Wave: The Life of Laird Hamilton,2018,7.3,76%,0,1,0,0,118.0
3929,Leaning Into the Wind: Andy Goldsworthy,2018,6.7,98%,0,1,0,0,97.0
3930,The Amazing Johnathan Documentary,2019,6.6,80%,0,1,0,0,91.0
3931,Unmade Beds,2009,6.6,76%,0,1,0,0,97.0
3932,Case 39,2009,6.2,21%,0,1,1,0,109.0
3933,The X Files: I Want to Believe,2008,5.9,31%,0,1,0,0,104.0
3934,The Gospel According to André,2018,6.3,86%,0,1,0,0,93.0
3935,A Good Old Fashioned Orgy,2011,6.1,35%,0,1,1,0,95.0
3936,Children of the Corn,1984,5.7,35%,0,1,1,0,92.0
3937,The Osiris Child,2016,5.6,65%,0,1,0,0,99.0
3938,Friday the 13th: The Final Chapter,1984,6.0,20%,0,1,1,0,91.0
3939,Ballet 422,2014,6.2,87%,0,1,0,0,75.0
3940,Shelley,2016,5.2,92%,0,1,0,0,92.0
3941,The Escape,2018,5.8,77%,0,1,0,0,101.0
3942,Where Hands Touch,2018,6.2,40%,0,1,0,0,122.0
3943,The Myth of the American Sleepover,2011,6.3,81%,0,1,0,0,96.0
3944,Jawline,2019,5.9,96%,0,1,0,0,99.0
3945,Anchor and Hope,2017,6.4,75%,0,1,0,0,113.0
3946,Antiviral,2012,5.7,66%,0,1,0,0,108.0
3947,Flower,2017,6.0,50%,0,1,0,0,90.0
3948,All Square,2018,5.8,91%,0,1,0,0,93.0
3949,The Day Shall Come,2019,5.8,65%,0,1,0,0,87.0
3950,Depraved,2019,5.3,87%,0,1,0,0,114.0
3951,Wonder Park,2019,5.8,34%,0,1,1,0,85.0
3952,Go Tigers!,2001,7.2,85%,0,1,0,0,103.0
3953,Already Tomorrow in Hong Kong,2016,6.5,74%,0,1,0,0,78.0
3954,We Are What We Are,2010,5.7,72%,0,1,1,0,105.0
3955,Hungry Hearts,2015,6.4,63%,0,1,0,0,109.0
3956,The Tall Man,2012,5.9,41%,0,1,1,0,106.0
3957,Scenic Route,2013,6.5,67%,0,1,0,0,82.0
3958,Ms. Purple,2019,6.0,86%,0,1,0,0,87.0
3959,What Men Want,2019,5.2,42%,0,1,1,0,117.0
3960,A Crooked Somebody,2018,6.2,80%,0,1,0,0,102.0
3961,The Kid,2019,5.9,45%,0,1,1,1,100.0
3962,Do I Sound Gay?,2015,5.7,81%,0,1,0,0,77.0
3963,The Beach Bum,2019,5.5,56%,0,1,0,0,95.0
3964,The Whistle Blower,1986,6.2,88%,0,1,1,0,100.0
3965,Road Games,2015,5.4,84%,0,1,0,0,101.0
3966,Let the Sunshine In,2017,6.0,86%,0,1,0,0,94.0
3967,Wild Card,2015,5.6,32%,0,1,1,0,92.0
3968,Æon Flux,2005,5.4,9%,0,1,0,0,93.0
3969,Brick Mansions,2014,5.7,25%,0,1,0,0,90.0
3970,Planet 51,2009,6.0,22%,0,1,0,0,91.0
3971,Padre nuestro,2007,6.9,79%,0,1,0,0,94.0
3972,Run the Race,2019,5.9,40%,0,1,1,0,101.0
3973,Ramen Heads,2017,7.1,63%,0,1,0,0,93.0
3974,Beyond the Gates,2016,5.2,83%,0,1,0,0,84.0
3975,House of D,2004,7.0,10%,0,1,1,0,97.0
3976,The Devil's Doorway,2018,5.2,78%,0,1,0,0,76.0
3977,Changeland,2019,5.7,63%,0,1,0,0,86.0
3978,The Year of Spectacular Men,2018,5.6,67%,0,1,0,0,102.0
3979,In Paris,2006,6.5,60%,0,1,0,0,92.0
3981,Digging for Fire,2015,5.8,66%,0,1,1,0,85.0
3982,Before We Vanish,2017,6.0,80%,0,1,0,0,129.0
3983,Here to be Heard: The Story of the Slits,2018,7.1,67%,0,1,0,0,86.0
3985,Stella's Last Weekend,2018,6.4,65%,0,1,0,0,102.0
3986,Kiki,2017,6.5,81%,0,1,0,0,102.0
3987,Midnighters,2018,5.4,81%,0,1,0,0,94.0
3988,The Brink,2019,6.1,84%,0,1,1,0,30.0
3989,Damsel,2018,5.5,67%,0,1,0,0,113.0
3990,Killing Them Safely,2015,6.5,91%,0,1,0,0,100.0
3991,Conan the Barbarian,2011,5.2,25%,0,1,1,0,129.0
3992,Family Law,2006,6.9,73%,0,1,0,0,60.0
3993,Cantinflas,2014,6.5,45%,0,1,1,0,102.0
3994,Madea's Big Happy Family,2011,4.7,37%,0,1,1,0,106.0
3995,What We Become,2015,5.6,78%,0,1,0,0,85.0
3996,Free Birds,2013,5.9,19%,0,1,0,0,91.0
3997,Righteous Kill,2008,6.0,18%,0,1,0,0,101.0
3998,I Still See You,2018,5.8,8%,0,1,1,0,98.0
3999,Men with Brooms,2002,5.7,55%,0,1,0,0,102.0
4000,The Girl King,2015,5.9,42%,0,1,1,0,106.0
4001,Foxfire,1996,6.2,27%,0,1,1,0,102.0
4002,WolfCop,2014,5.5,65%,0,1,0,0,79.0
4003,Star Trek V: The Final Frontier,1989,5.5,22%,0,1,1,0,107.0
4004,Pilgrimage,2017,5.8,69%,0,1,0,0,96.0
4005,UglyDolls,2019,4.9,27%,0,1,0,0,87.0
4006,Vita & Virginia,2019,5.7,41%,0,1,0,0,110.0
4007,Dementia,2015,5.1,77%,0,1,0,0,75.0
4008,Acrimony,2018,5.8,17%,0,1,1,0,120.0
4010,Friday the 13th Part III,1982,5.7,12%,0,1,1,0,95.0
4011,Fun in Acapulco,1963,5.9,57%,0,1,0,0,97.0
4012,Mad to Be Normal,2017,6.0,64%,0,1,0,0,106.0
4013,The Last Race,2018,5.9,93%,0,1,0,0,108.0
4014,Undrafted,2016,6.4,25%,0,1,0,0,90.0
4015,2:22,2017,5.8,22%,0,1,0,0,91.0
4016,The Cleanse,2018,5.3,83%,0,1,0,0,81.0
4017,Take My Nose... Please!,2017,6.8,83%,0,1,0,0,92.0
4018,10x10,2018,5.0,67%,0,1,0,0,88.0
4019,Harry Benson: Shoot First,2016,7.3,85%,0,1,0,0,87.0
4020,The Reagan Show,2017,6.4,79%,0,1,0,0,74.0
4024,Proxy,2013,5.7,64%,0,1,0,0,120.0
4025,Welcome to Mercy,2018,4.9,70%,0,1,0,0,103.0
4026,Permanent,2017,5.5,44%,0,1,1,0,93.0
4027,Terminal,2018,5.4,21%,0,1,0,0,128.0
4028,Walking with the Enemy,2014,6.4,45%,0,1,0,0,124.0
4029,Crash Pad,2017,5.7,54%,0,1,1,0,91.0
4030,Abduction,2011,5.1,5%,0,1,1,0,106.0
4031,The Big Wedding,2013,5.6,7%,0,1,1,0,89.0
4032,Spinning Man,2018,5.6,42%,0,1,0,0,100.0
4033,Golden Exits,2018,5.8,67%,0,1,0,0,94.0
4034,Madea's Witness Protection,2012,4.9,19%,0,1,1,0,114.0
4035,Playing It Cool,2014,6.0,14%,0,1,1,0,94.0
4036,Greener Grass,2019,6.3,80%,0,1,0,0,95.0
4037,Errors of the Human Body,2012,5.3,75%,0,1,0,0,101.0
4038,Spaceship Earth,2020,6.5,89%,0,1,0,0,113.0
4039,The Quiet One,2019,6.4,67%,0,1,0,0,98.0
4040,The Pink Panther 2,2009,5.6,13%,0,1,1,0,92.0
